,level_0,index,Rating,Archive Warnings,Category,Fandom,Characters,Relationships,Additional Tags,Language,Date Published,Date Updated,Word Count,Chapter Count,Comment Count,Kudos Count,Bookmarks Count,Hits Count
163,12,13,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Oscar Grimm', 'Rajan Savarimuthu']",Oscar Grimm/Rajan Savarimuthu,Rough Kissing,English,Unknown,03 Feb 2024,7625,1/1,4,28,1,408
164,12,13,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Oscar Grimm', 'Rajan Savarimuthu']",Oscar Grimm/Rajan Savarimuthu,Hand Jobs,English,Unknown,03 Feb 2024,7625,1/1,4,28,1,408
165,12,13,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Oscar Grimm', 'Rajan Savarimuthu']",Oscar Grimm/Rajan Savarimuthu,Circle of Tide and Bone (Candela Obscura),English,Unknown,03 Feb 2024,7625,1/1,4,28,1,408
166,13,14,Mature,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Amadeus Porthos (OMC)']",No relationships tagged,Sean Finnerty has PTSD,English,Unknown,03 Feb 2024,609,1/1,0,14,0,109
167,13,14,Mature,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Amadeus Porthos (OMC)']",No relationships tagged,Whump,English,Unknown,03 Feb 2024,609,1/1,0,14,0,109
168,13,14,Mature,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Amadeus Porthos (OMC)']",No relationships tagged,Febuwhump 2024,English,Unknown,03 Feb 2024,609,1/1,0,14,0,109
169,13,14,Mature,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Amadeus Porthos (OMC)']",No relationships tagged,Flashbacks,English,Unknown,03 Feb 2024,609,1/1,0,14,0,109
170,13,14,Mature,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Amadeus Porthos (OMC)']",No relationships tagged,Solitary Confinement,English,Unknown,03 Feb 2024,609,1/1,0,14,0,109
171,14,15,Not Rated,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu', 'Cosmo Grimm (Candela Obscura)', 'Cordelia Glask']",Elsie Roberts/Rajan Savarimuthu,raj just casually waiting outside Elsie's door at night???,English,Unknown,03 Feb 2024,2364,1/1,4,43,4,247
172,14,15,Not Rated,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu', 'Cosmo Grimm (Candela Obscura)', 'Cordelia Glask']",Elsie Roberts/Rajan Savarimuthu,there had to a reason behind that,English,Unknown,03 Feb 2024,2364,1/1,4,43,4,247
173,14,15,Not Rated,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu', 'Cosmo Grimm (Candela Obscura)', 'Cordelia Glask']",Elsie Roberts/Rajan Savarimuthu,other then just their wild dynamic,English,Unknown,03 Feb 2024,2364,1/1,4,43,4,247
174,14,15,Not Rated,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu', 'Cosmo Grimm (Candela Obscura)', 'Cordelia Glask']",Elsie Roberts/Rajan Savarimuthu,Angst with a Bittersweet Ending,English,Unknown,03 Feb 2024,2364,1/1,4,43,4,247
175,14,15,Not Rated,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu', 'Cosmo Grimm (Candela Obscura)', 'Cordelia Glask']",Elsie Roberts/Rajan Savarimuthu,Hurt/Comfort,English,Unknown,03 Feb 2024,2364,1/1,4,43,4,247
176,14,15,Not Rated,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu', 'Cosmo Grimm (Candela Obscura)', 'Cordelia Glask']",Elsie Roberts/Rajan Savarimuthu,Kind Of,English,Unknown,03 Feb 2024,2364,1/1,4,43,4,247
177,14,15,Not Rated,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu', 'Cosmo Grimm (Candela Obscura)', 'Cordelia Glask']",Elsie Roberts/Rajan Savarimuthu,Past Relationship(s),English,Unknown,03 Feb 2024,2364,1/1,4,43,4,247
178,14,15,Not Rated,No Archive Warnings Apply,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu', 'Cosmo Grimm (Candela Obscura)', 'Cordelia Glask']",Elsie Roberts/Rajan Savarimuthu,Mutual Pining,English,Unknown,03 Feb 2024,2364,1/1,4,43,4,247
179,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",POV Nathaniel Trapp,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
180,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Developing Relationship,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
181,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Alternate Universe - Amnesia: The Bunker Fusion,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
182,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Alternate Universe - World War I,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
183,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Military Ranks,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
184,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Survival Horror,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
185,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Dead Dove: Do Not Eat,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
186,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Canon-Typical Violence,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
187,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Murder,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
188,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Non-Sexual Intimacy,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
189,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Minor Marion Collodi/Sean Finnerty,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
190,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Monsters,English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
191,15,16,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Marion Collodi']","['Marion Collodi & Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp']",Circle of Needle and Thread (Candela Obscura),English,2024-01-30,2024-01-30,4408,1/1,4,10,0,147
192,16,17,Teen And Up Audiences,Major Character Death,Gen,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Mina (Candela Obscura)', 'Godot (Candela Obscura)', 'Oscar Grimm', 'Rajan Savarimuthu (Mentioned)', 'Cordelia Glask (Mentioned)']","['Elsie Roberts & Mina', 'Elsie Roberts/Rajan Savarimuthu (Implied)']",post 3x03,English,2024-01-28,2024-01-28,2611,1/1,7,32,4,188
193,16,17,Teen And Up Audiences,Major Character Death,Gen,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Mina (Candela Obscura)', 'Godot (Candela Obscura)', 'Oscar Grimm', 'Rajan Savarimuthu (Mentioned)', 'Cordelia Glask (Mentioned)']","['Elsie Roberts & Mina', 'Elsie Roberts/Rajan Savarimuthu (Implied)']",kind of sad but there's some bittersweet happiness,English,2024-01-28,2024-01-28,2611,1/1,7,32,4,188
194,16,17,Teen And Up Audiences,Major Character Death,Gen,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Mina (Candela Obscura)', 'Godot (Candela Obscura)', 'Oscar Grimm', 'Rajan Savarimuthu (Mentioned)', 'Cordelia Glask (Mentioned)']","['Elsie Roberts & Mina', 'Elsie Roberts/Rajan Savarimuthu (Implied)']",Elsie's borrowed time,English,2024-01-28,2024-01-28,2611,1/1,7,32,4,188
195,16,17,Teen And Up Audiences,Major Character Death,Gen,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Mina (Candela Obscura)', 'Godot (Candela Obscura)', 'Oscar Grimm', 'Rajan Savarimuthu (Mentioned)', 'Cordelia Glask (Mentioned)']","['Elsie Roberts & Mina', 'Elsie Roberts/Rajan Savarimuthu (Implied)']",Elsie raises Mina,English,2024-01-28,2024-01-28,2611,1/1,7,32,4,188
196,16,17,Teen And Up Audiences,Major Character Death,Gen,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Mina (Candela Obscura)', 'Godot (Candela Obscura)', 'Oscar Grimm', 'Rajan Savarimuthu (Mentioned)', 'Cordelia Glask (Mentioned)']","['Elsie Roberts & Mina', 'Elsie Roberts/Rajan Savarimuthu (Implied)']",Inspired by Elsie saying the beast would be a playmate for Mina,English,2024-01-28,2024-01-28,2611,1/1,7,32,4,188
197,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Body Horror,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
198,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Bugs & Insects,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
199,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Canon-Typical Violence,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
200,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,well more like canon typical violence aftermath,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
201,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,gore?,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
202,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Gore,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
203,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,the fucked up stuff is set dressing,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
204,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,this is me just musing on the nature of Elsie and the Beast,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
205,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Sexual tension! In the murder alley,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
206,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,at least i tried lol,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
207,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Rajan is scared and horny,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
208,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Elsie is horny and scared,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
209,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,There is a Difference,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
210,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,fear about the loss of humanity,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
211,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,monster divorce,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
212,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Written Pre-Finale,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
213,17,18,Not Rated,Graphic Depictions Of Violence,F/M,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,no beta we die like oscar,English,Unknown,24 Jan 2024,4913,1/1,5,42,3,281
214,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,POV Nathaniel Trapp,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
215,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Bad Ending,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
216,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Alternate Universe - Amnesia: The Bunker Fusion,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
217,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Monsters,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
218,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Transformation,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
219,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Body Horror,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
220,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Altered Mental States,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
221,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Dead Dove: Do Not Eat,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
222,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Not Beta Read,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
223,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Angst and Porn,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
224,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Submission,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
225,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Animal Instincts,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
226,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Blood and Violence,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
227,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Sub Sean Finnerty (Candela Obscura),English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
228,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Anal Sex,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
229,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Oral Sex,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
230,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Consensual But Not Safe Or Sane,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
231,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Rough Sex,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
232,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Feral Behavior,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
233,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Praise Kink,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
234,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,even as a monster sean has a praise kink,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
235,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,bunker au trapperty monster sex,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
236,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,bc who doesn't want that,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
237,18,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Circle of Needle and Thread (Candela Obscura),English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
238,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",POV Sean Finnerty,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
239,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Infidelity,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
240,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Cheating,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
241,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Voyeurism,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
242,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Married Marion Collodi/Sean Finnerty,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
243,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Sub Sean Finnerty (Candela Obscura),English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
244,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Alternate Universe - Canon Divergence,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
245,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Cuckolding,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
246,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Unhappy Ending,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
247,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Angst and Porn,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
248,19,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Masturbation,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
