,level_0,index,Rating,Archive Warnings,Category,Fandom,Characters,Relationships,Additional Tags,Language,Date Published,Date Updated,Word Count,Chapter Count,Comment Count,Kudos Count,Bookmarks Count,Hits Count
0,0,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Team as Family,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1,0,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Team Dynamics,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
2,0,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Affectionate Insults,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
3,0,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Veterans,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
4,0,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Pre-Canon,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
5,0,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Implied/Referenced Alcohol Abuse/Alcoholism,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
6,0,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Slice of Life,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
7,0,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Dialogue Heavy,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
8,0,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Why Did I Write This?,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
9,1,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,Pre-Canon,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
10,1,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,someone give this girl a hug,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
11,1,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,The plot of this circle I described as three men and a baby,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
12,1,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,Big Brother Malcolm Trills,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
13,1,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,God I love them already,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
14,1,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,this cant be the first crimson mirror fic on here,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
15,1,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,Fluff and Angst,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
16,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Angst,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
17,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Hurt,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
18,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Hurt No Comfort,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
19,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Hurt/Comfort,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
20,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Emotional Hurt/Comfort,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
21,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",mentions of war and the horrible things connected to it,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
22,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Horror,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
23,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Body Horror,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
24,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Eldritch,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
25,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Trauma,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
26,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Death,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
27,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Probably no happy end,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
28,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Dead Dove: Do Not Eat,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
29,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Self-Harm,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
30,2,3,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Character Death,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
31,3,4,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Angst,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
32,3,4,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Hurt,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
33,3,4,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Hurt No Comfort,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
34,3,4,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Hurt/Comfort,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
35,3,4,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Emotional Hurt/Comfort,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
36,3,4,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",mentions of war and the horrible things connected to it,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
37,3,4,Explicit,"['Graphic Depictions Of Violence, Major Character Death', 'Graphic Depictions Of Violence', 'Major Character Death']",F/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp', 'Jinnah ""Jean"" Basar', 'Beatrix Monroe | Auntie Bee', 'Jimmy Finnerty (Candela Obscura)', 'Original Characters', 'Original Female Character(s)', 'Original']","['Sean Finnerty (Candela Obscura) & Original Character(s)', 'Sean Finnerty (Candela Obscura)/Original Female Character(s)', 'Sean Finnerty (Candela Obscura)/Original Character(s)', 'Marion Collodi & Sean Finnerty', 'Marion Collodi & Sean Finnerty & Nathaniel Trapp', 'Jinnah ""Jean"" Basar & Sean Finnerty', 'Sean Finnerty & Beatrix Monroe | Auntie Bee', 'Sean Finnerty & Nathaniel Trapp', 'Jimmy Finnerty & Sean Finnerty (Candela Obscura)']",Horror,English,Unknown,2024-02-27 00:00:00,8013,None,3,10,3,160
